ID,Class,Order,Family,Genus,Species,Genus_and_species,Gaspar,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,rgaspar,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls
120,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,fulgens,Lutjanus fulgens,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
121,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,rubromarmoratus,Synodus rubromarmoratus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
122,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,oculeus,Synodus oculeus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
123,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,macrocephalus,Synodus macrocephalus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
124,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Lachnolaimus,maximus,Lachnolaimus maximus,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,Macro-Invertivore,NA,NA,#REF!,I,NA,I,NA,NA,NA,I,I
125,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,cribroris,Gymnothorax cribroris,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,I
126,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Coccotropsis,gymnoderma,Coccotropsis gymnoderma,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
127,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Minous,coccineus,Minous coccineus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
128,Actinopterygii (ray-finned fishes),Anguilliformes,Congridae,Lumiconger,arafura,Lumiconger arafura,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
129,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,sageneus,Synodus sageneus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
130,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Teixeirichthys,jordani,Teixeirichthys jordani,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
131,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Giganthias,immaculatus,Giganthias immaculatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
132,Actinopterygii (ray-finned fishes),Ophidiiformes,Carapidae,Onuxodon,margaritiferae,Onuxodon margaritiferae,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
133,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Batrachomoeus,occidentalis,Batrachomoeus occidentalis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
134,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Gymnapogon,japonicus,Gymnapogon japonicus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
135,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Batrachomoeus,trispinosus,Batrachomoeus trispinosus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
136,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Halophryne,diemensis,Halophryne diemensis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
137,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Erosa,erosa,Erosa erosa,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
138,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,multiplicata,Parapercis multiplicata,IM,NA,NA,InvMobMac,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,I,NA,NA,NA,I
139,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Liocranium,praepositum,Liocranium praepositum,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
140,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Minous,versicolor,Minous versicolor,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
141,Actinopterygii (ray-finned fishes),Perciformes,Lobotidae,Lobotes,surinamensis,Lobotes surinamensis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
142,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Serranocirrhitus,latus,Serranocirrhitus latus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,I
143,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Cymbacephalus,nematophthalmus,Cymbacephalus nematophthalmus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
144,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,aurantia,Centropyge aurantia,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
145,Actinopterygii (ray-finned fishes),Elopiformes,Megalopidae,Megalops,atlanticus,Megalops atlanticus,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,Top Predator,NA,NA,#REF!,P,NA,P,NA,NA,NA,P,P
146,Actinopterygii (ray-finned fishes),Perciformes,Glaucosomatidae,Glaucosoma,buergeri,Glaucosoma buergeri,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
147,Actinopterygii (ray-finned fishes),Perciformes,Glaucosomatidae,Glaucosoma,magnificum,Glaucosoma magnificum,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
148,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Thamnaconus,arenaceus,Thamnaconus arenaceus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
149,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,albimaculosus,Apogon albimaculosus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
150,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Aluterus,schoepfii,Aluterus schoepfii,OM,NA,NA,NA,NA,OMNI,NA,NA,NA,NA,NA,O,NA,NA,NA,O,NA,NA,NA
151,Actinopterygii (ray-finned fishes),Perciformes,Ephippidae,Zabidius,novemaculeatus,Zabidius novemaculeatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,I
152,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,conspicillatus,Chaetodontoplus conspicillatus,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
153,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Cantherhines,pullus,Cantherhines pullus,IS,NA,NA,NA,NA,OMNI,NA,Large Omnivore,Om,NA,#REF!,I,NA,NA,NA,O,NA,O,O
154,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,duboulayi,Chaetodontoplus duboulayi,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
155,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,personifer,Chaetodontoplus personifer,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
156,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,fumea,Chromis fumea,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
157,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Choerodon,cephalotes,Choerodon cephalotes,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
158,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,meredithi,Chaetodontoplus meredithi,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
159,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Choerodon,vitta,Choerodon vitta,IM,NA,NA,InvMobMac,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,I,NA,NA,NA,I
160,Actinopterygii (ray-finned fishes),Mugiliformes,Mugilidae,Mugil,curema,Mugil curema,HD,NA,Herbivore-detritivore,NA,NA,NA,NA,NA,NA,D,#REF!,H,NA,H,NA,NA,NA,NA,H
161,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,macrophthalma,Parapercis macrophthalma,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
162,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,eibli,Centropyge eibli,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,O
163,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,ballinae,Chaetodontoplus ballinae,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
164,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Genicanthus,semicinctus,Genicanthus semicinctus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
165,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Mulloidichthys,martinicus,Mulloidichthys martinicus,IM,NA,Mobile invertebrate feeder,NA,NA,SAND,NA,Macro-Invertivore,NA,BI,#REF!,I,NA,I,NA,I,NA,I,I
166,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Mullus,auratus,Mullus auratus,IM,NA,NA,NA,NA,SAND,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
167,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Apolemichthys,guezei,Apolemichthys guezei,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
168,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Apolemichthys,xanthopunctatus,Apolemichthys xanthopunctatus,IS,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA,I,NA,NA,NA,NA,I,NA,NA
169,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Pseudupeneus,maculatus,Pseudupeneus maculatus,IM,NA,Mobile invertebrate feeder,NA,NA,SAND,NA,NA,In,NA,#REF!,I,NA,I,NA,I,NA,NA,I
170,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Apolemichthys,xanthotis,Apolemichthys xanthotis,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
171,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Apolemichthys,xanthurus,Apolemichthys xanthurus,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
172,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Upeneus,parvus,Upeneus parvus,IM,NA,NA,NA,NA,SAND,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
173,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,aurantonotus,Centropyge aurantonotus,HD,NA,NA,NA,NA,TURF,NA,NA,In,NA,NA,H,NA,NA,NA,H,NA,NA,NA
174,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Channomuraena,vittata,Channomuraena vittata,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
175,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,flavipectoralis,Centropyge flavipectoralis,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
176,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Enchelycore,nigricans,Enchelycore nigricans,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
177,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,hotumatua,Centropyge hotumatua,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
178,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Prognathodes,guyanensis,Prognathodes guyanensis,IM,NA,NA,NA,NA,SINV,NA,NA,In,NA,NA,I,NA,NA,NA,I,NA,NA,NA
179,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,ocellatus,Gymnothorax ocellatus,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,I,NA,NA,NA,P,NA,NA,NA
180,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,interruptus,Centropyge interruptus,HD,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,NA,H,NA,NA,NA,NA,H,NA,NA
181,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Parupeneus,forsskali,Parupeneus forsskali,IM,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,I,NA,NA,NA,NA,I
182,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,joculator,Centropyge joculator,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
183,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Eubalichthys,caeruleoguttatus,Eubalichthys caeruleoguttatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,O
184,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,multicolor,Centropyge multicolor,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
185,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Istigobius,hoshinonis,Istigobius hoshinonis,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
186,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,miliaris,Gymnothorax miliaris,IM,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,#REF!,I,NA,NA,NA,P,NA,NA,I
187,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Ophichthus,gomesii,Ophichthus gomesii,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
188,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Ophichthus,ophis,Ophichthus ophis,FC,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,P,NA,NA,NA,I,NA,NA,NA
189,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Lactophrys,trigonus,Lactophrys trigonus,IM,NA,NA,NA,NA,NA,NA,NA,Om,BI + V,NA,I,NA,NA,NA,NA,NA,NA,NA
190,Actinopterygii (ray-finned fishes),Tetraodontiformes,Ostraciidae,Lactophrys,triqueter,Lactophrys triqueter,IS,NA,NA,NA,NA,NA,NA,Macro-Invertivore,NA,BI + V,NA,I,NA,NA,NA,NA,NA,I,NA
191,Actinopterygii (ray-finned fishes),Perciformes,Scombridae,Rastrelliger,kanagurta,Rastrelliger kanagurta,PK,NA,Planktivore,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,PK,NA,NA,NA,NA,P
192,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,nigriocella,Centropyge nigriocella,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
193,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,resplendens,Centropyge resplendens,HD,NA,NA,NA,NA,TURF,NA,NA,NA,NA,NA,H,NA,NA,NA,H,NA,NA,NA
194,Actinopterygii (ray-finned fishes),Perciformes,Polynemidae,Polydactylus,oligodon,Polydactylus oligodon,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
195,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,shepardi,Centropyge shepardi,HD,NA,NA,NA,NA,NA,Grazer,NA,NA,NA,NA,H,NA,NA,NA,NA,H,NA,NA
196,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Antennarius,biocellatus,Antennarius biocellatus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
197,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,caeruleopunctatus,Chaetodontoplus caeruleopunctatus,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
198,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,chrysocephalus,Chaetodontoplus chrysocephalus,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
199,Actinopterygii (ray-finned fishes),Perciformes,Polynemidae,Polydactylus,virginicus,Polydactylus virginicus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
200,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,septentrionalis,Chaetodontoplus septentrionalis,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
201,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Genicanthus,caudovittatus,Genicanthus caudovittatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,I
202,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Antennarius,analis,Antennarius analis,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
203,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Antennatus,tuberosus,Antennatus tuberosus,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
204,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Genicanthus,semifasciatus,Genicanthus semifasciatus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
205,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Genicanthus,spinus,Genicanthus spinus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
206,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Holacanthus,africanus,Holacanthus africanus,OM,NA,NA,NA,NA,SPON,NA,NA,NA,NA,NA,O,NA,NA,NA,I,NA,NA,NA
207,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Pomacanthus,arcuatus,Pomacanthus arcuatus,IS,NA,NA,NA,NA,SPON,NA,Large Omnivore,In,NA,#REF!,I,NA,NA,NA,I,NA,O,I
208,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Eviota,smaragdus,Eviota smaragdus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,H
209,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Holacanthus,clarionensis,Holacanthus clarionensis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
210,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Gladiogobius,ensifer,Gladiogobius ensifer,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
211,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Holacanthus,limbaughi,Holacanthus limbaughi,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
212,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Pomacanthus,paru,Pomacanthus paru,IS,NA,Omnivore,NA,NA,SPON,NA,Large Omnivore,Om,NA,#REF!,I,NA,O,NA,I,NA,O,I
213,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,venustus,Centropyge venustus,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
214,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Abudefduf,saxatilis,Abudefduf saxatilis,OM,NA,NA,NA,NA,NA,NA,Small Omnivore,Om,NA,#REF!,O,NA,NA,NA,NA,NA,O,PK
215,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Pomacanthus,asfur,Pomacanthus asfur,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
216,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Abudefduf,taurus,Abudefduf taurus,OM,NA,NA,NA,NA,NA,NA,NA,NA,V,NA,O,NA,NA,NA,NA,NA,NA,NA
217,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Pomacanthus,chrysurus,Pomacanthus chrysurus,IS,NA,NA,TurfDetrit,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,H,NA,NA,NA,NA
218,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,multilineata,Chromis multilineata,PK,NA,NA,NA,NA,DPLA,NA,Planktivores,Pk,NA,#REF!,PK,NA,NA,NA,PK,NA,PK,PK
219,Actinopterygii (ray-finned fishes),Tetraodontiformes,Tetraodontidae,Feroxodon,multistriatus,Feroxodon multistriatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
220,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Microspathodon,chrysurus,Microspathodon chrysurus,HD,NA,NA,NA,NA,THER,NA,NA,NA,NA,#REF!,H,NA,NA,NA,H,NA,NA,H
221,Actinopterygii (ray-finned fishes),Tetraodontiformes,Diodontidae,Tragulichthys,jaculiferus,Tragulichthys jaculiferus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
222,Actinopterygii (ray-finned fishes),Tetraodontiformes,Diodontidae,Cyclichthys,hardenbergi,Cyclichthys hardenbergi,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
223,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Anisotremus,surinamensis,Anisotremus surinamensis,IM,NA,NA,NA,NA,MINV,NA,Macro-Invertivore,In,NA,#REF!,I,NA,NA,NA,I,NA,I,I
224,Actinopterygii (ray-finned fishes),Pleuronectiformes,Bothidae,Grammatobothus,pennatus,Grammatobothus pennatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
225,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Anisotremus,virginicus,Anisotremus virginicus,IM,NA,NA,NA,NA,MINV,NA,NA,Ca,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
226,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Coradion,altivelis,Coradion altivelis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
227,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Onigocia,oligolepis,Onigocia oligolepis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
228,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,album,Haemulon album,IM,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,I,NA,I,NA,NA,I
229,Actinopterygii (ray-finned fishes),Lophiiformes,Antennariidae,Tathicarpus,butleri,Tathicarpus butleri,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
230,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,aurolineatum,Haemulon aurolineatum,IM,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,NA,In,NA,#REF!,I,NA,I,NA,I,NA,NA,I
231,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,bonariense,Haemulon bonariense,IM,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,I,NA,I,NA,NA,NA
232,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,boschmae,Haemulon boschmae,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
233,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,carbonarium,Haemulon carbonarium,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
234,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,chrysargyreum,Haemulon chrysargyreum,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
235,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,flavolineatum,Haemulon flavolineatum,IM,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,I,NA,I,NA,NA,I
236,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,macrostomum,Haemulon macrostomum,IM,NA,NA,NA,NA,MINV,NA,Macro-Invertivore,NA,NA,#REF!,I,NA,NA,NA,I,NA,I,I
237,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,melanurum,Haemulon melanurum,IM,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,Macro-Invertivore,NA,NA,#REF!,I,NA,I,NA,I,NA,I,I
238,Actinopterygii (ray-finned fishes),Perciformes,Haemulidae,Haemulon,parra,Haemulon parra,IM,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,Macro-Invertivore,NA,NA,#REF!,I,NA,I,NA,I,NA,I,I
