ID,Class,Order,Family,Genus,Species,Genus_and_species_,Genus_and_species,Gaspar,Mouillot,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,Siquiera,Andradi-Brown,Wyatt,Honorio,Clark,Harvey,Ilarri,Mendes,Parrish,Pastro,Rodríguez-Zaragoza,Alvarez-Filip,Bertoncini,Chaves,Johnson,Kattan,Leal,Paula,Pereira,Ramos,Rosa,Williams,Unsworth
78,Actinopterygii (ray-finned fishes),Perciformes,Scombridae,Grammatorcynus,bilineatus,Grammatorcynus_bilineatus,Grammatorcynus bilineatus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Actinopterygii (ray-finned fishes),Anguilliformes,Ophichthidae,Ophichthus,urolophus,Ophichthus_urolophus,Ophichthus urolophus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Actinopterygii (ray-finned fishes),Clupeiformes,Clupeidae,Sardinella,aurita,Sardinella_aurita,Sardinella aurita,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Planktivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Plectranthias,sagamiensis,Plectranthias_sagamiensis,Plectranthias sagamiensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Parupeneus,chrysopleuron,Parupeneus_chrysopleuron,Parupeneus chrysopleuron,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,melanosoma,Chaetodontoplus_melanosoma,Chaetodontoplus melanosoma,IS,,NA,NA,InvSess,NA,NA,NA,NA,NA,NA,NA,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Actinopterygii (ray-finned fishes),Perciformes,Cirrhitidae,Cirrhitichthys,aureus,Cirrhitichthys_aureus,Cirrhitichthys aureus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Actinopterygii (ray-finned fishes),Perciformes,Gerreidae,Diapterus,rhombeus,Diapterus_rhombeus,Diapterus rhombeus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Actinopterygii (ray-finned fishes),Perciformes,Gerreidae,Eucinostomus,argenteus,Eucinostomus_argenteus,Eucinostomus argenteus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Actinopterygii (ray-finned fishes),Perciformes,Gerreidae,Eucinostomus,gula,Eucinostomus_gula,Eucinostomus gula,IM,,NA,NA,NA,NA,NA,NA,NA,NA,BI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,mimaseana,Parapercis_mimaseana,Parapercis mimaseana,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Actinopterygii (ray-finned fishes),Perciformes,Gerreidae,Eucinostomus,melanopterus,Eucinostomus_melanopterus,Eucinostomus melanopterus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA
90,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Cottapistus,cottoides,Cottapistus_cottoides,Cottapistus cottoides,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Inimicus,sinensis,Inimicus_sinensis,Inimicus sinensis,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Actinopterygii (ray-finned fishes),Perciformes,Gerreidae,Gerres,cinereus,Gerres_cinereus,Gerres cinereus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,BI,Benthic invertivore,NA,NA,NA,Mobile Invertebrate Feeders,Invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA
93,Actinopterygii (ray-finned fishes),Perciformes,Pseudochromidae,Pseudochromis,quinquedentatus,Pseudochromis_quinquedentatus,Pseudochromis quinquedentatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,brevicaudata,Apogon_brevicaudata,Apogon brevicaudata,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Actinopterygii (ray-finned fishes),Perciformes,Ephippidae,Platax,batavianus,Platax_batavianus,Platax batavianus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Choerodon,zamboangae,Choerodon_zamboangae,Choerodon zamboangae,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Saurida,undosquamis,Saurida_undosquamis,Saurida undosquamis,FC,,NA,NA,NA,NA,PISC,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pseudomonacanthus,peroni,Pseudomonacanthus_peroni,Pseudomonacanthus peroni,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Rypticus,saponaceus,Rypticus_saponaceus,Rypticus saponaceus,IM,,NA,NA,NA,NA,MCAR,NA,NA,Ca,NA,Higher carnivore,GC,NA,NA,Generalist Carnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivore,NA,Piscivore,NA,NA
100,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Leptojulis,cyanopleura,Leptojulis_cyanopleura,Leptojulis cyanopleura,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Actinopterygii (ray-finned fishes),Pleuronectiformes,Soleidae,Aseraggodes,cyaneus,Aseraggodes_cyaneus,Aseraggodes cyaneus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Actinopterygii (ray-finned fishes),Beloniformes,Hemiramphidae,Hemiramphus,brasiliensis,Hemiramphus_brasiliensis,Hemiramphus brasiliensis,OM,,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Pseudomonacanthus,macrurus,Pseudomonacanthus_macrurus,Pseudomonacanthus macrurus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Actinopterygii (ray-finned fishes),Perciformes,Scombridae,Gymnosarda,unicolor,Gymnosarda_unicolor,Gymnosarda unicolor,FC,,NA,NA,NA,NA,NA,Diurnal piscivore,NA,NA,NA,Higher carnivore,NA,NA,NA,NA,NA,Piscivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Holocentrus,adscensionis,Holocentrus_adscensionis,Holocentrus adscensionis,IM,,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,NA,In,NA,Benthic invertivore,GC,NA,NA,Mobile Invertebrate Feeders,NA,NA,Invertivore,NA,NA,NA,Invertivore,Invertivore,NA,Carnivore,NA,NA,Invertivore,NA,Invertivore,Invertivore,NA,NA,NA
106,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,sexfasciata,Parapercis_sexfasciata,Parapercis sexfasciata,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Cirrhilabrus,filamentosus,Cirrhilabrus_filamentosus,Cirrhilabrus filamentosus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Holocentrus,rufus,Holocentrus_rufus,Holocentrus rufus,IM,,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,Invertivore,NA,NA,NA,NA,NA,Invertivore,Invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,nigrocincta,Apogon_nigrocincta,Apogon nigrocincta,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Myripristis,jacobus,Myripristis_jacobus,Myripristis jacobus,PK,,NA,NA,NA,NA,MINV,NA,Macro-Invertivore,In,NA,Planktivore,PK,NA,NA,Zooplanktivore,Zooplanktivore,NA,NA,NA,NA,NA,Planktivore,NA,NA,Planktivore,NA,NA,Planktivore,NA,NA,Invertivore,Planktivore,NA,NA
111,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Pseudanthias,fasciatus,Pseudanthias_fasciatus,Pseudanthias fasciatus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Neomerinthe,procurva,Neomerinthe_procurva,Neomerinthe procurva,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Neomerinthe,megalepis,Neomerinthe_megalepis,Neomerinthe megalepis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Actinopterygii (ray-finned fishes),Perciformes,Kyphosidae,Kyphosus,incisor,Kyphosus_incisor,Kyphosus incisor,HM,,NA,NA,NA,NA,MALG,NA,NA,NA,NA,Browsing herbivore,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,pulchellus,Bodianus_pulchellus,Bodianus pulchellus,IM,,NA,NA,NA,NA,MINV,NA,Macro-Invertivore,In,NA,NA,MI,NA,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Actinopterygii (ray-finned fishes),Aulopiformes,Pseudotrichonotidae,Metavelifer,multiradiatus,Metavelifer_multiradiatus,Metavelifer multiradiatus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Bodianus,rufus,Bodianus_rufus,Bodianus rufus,IM,,NA,NA,NA,NA,MINV,NA,Macro-Invertivore,In,NA,Benthic invertivore,MI,NA,NA,Mobile Invertebrate Feeders,NA,NA,NA,NA,NA,NA,Invertivore,Invertivore,NA,Invertivore,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA
118,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Halichoeres,radiatus,Halichoeres_radiatus,Halichoeres radiatus,IM,,NA,Mobile invertebrate feeder,NA,NA,MINV,NA,Macro-Invertivore,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Invertivore,NA,NA
119,Actinopterygii (ray-finned fishes),Perciformes,Clinidae,Clinus,spatulatus,Clinus_spatulatus,Clinus spatulatus,IM,,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Actinopterygii (ray-finned fishes),Perciformes,Lutjanidae,Lutjanus,fulgens,Lutjanus_fulgens,Lutjanus fulgens,IM,,NA,NA,NA,NA,MCAR,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,rubromarmoratus,Synodus_rubromarmoratus,Synodus rubromarmoratus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,oculeus,Synodus_oculeus,Synodus oculeus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,macrocephalus,Synodus_macrocephalus,Synodus macrocephalus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Actinopterygii (ray-finned fishes),Perciformes,Labridae,Lachnolaimus,maximus,Lachnolaimus_maximus,Lachnolaimus maximus,IM,,NA,Mobile invertebrate feeder,NA,NA,NA,NA,Macro-Invertivore,NA,NA,Benthic invertivore,MI,NA,NA,NA,Invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,Actinopterygii (ray-finned fishes),Anguilliformes,Muraenidae,Gymnothorax,cribroris,Gymnothorax_cribroris,Gymnothorax cribroris,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Coccotropsis,gymnoderma,Coccotropsis_gymnoderma,Coccotropsis gymnoderma,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Minous,coccineus,Minous_coccineus,Minous coccineus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Actinopterygii (ray-finned fishes),Anguilliformes,Congridae,Lumiconger,arafura,Lumiconger_arafura,Lumiconger arafura,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Actinopterygii (ray-finned fishes),Aulopiformes,Synodontidae,Synodus,sageneus,Synodus_sageneus,Synodus sageneus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Teixeirichthys,jordani,Teixeirichthys_jordani,Teixeirichthys jordani,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Giganthias,immaculatus,Giganthias_immaculatus,Giganthias immaculatus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Actinopterygii (ray-finned fishes),Ophidiiformes,Carapidae,Onuxodon,margaritiferae,Onuxodon_margaritiferae,Onuxodon margaritiferae,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Batrachomoeus,occidentalis,Batrachomoeus_occidentalis,Batrachomoeus occidentalis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Gymnapogon,japonicus,Gymnapogon_japonicus,Gymnapogon japonicus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Batrachomoeus,trispinosus,Batrachomoeus_trispinosus,Batrachomoeus trispinosus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Actinopterygii (ray-finned fishes),Batrachoidiformes,Batrachoididae,Halophryne,diemensis,Halophryne_diemensis,Halophryne diemensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Erosa,erosa,Erosa_erosa,Erosa erosa,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,Actinopterygii (ray-finned fishes),Perciformes,Pinguipedidae,Parapercis,multiplicata,Parapercis_multiplicata,Parapercis multiplicata,IM,,NA,NA,InvMobMac,NA,NA,NA,NA,NA,NA,Benthic invertivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,Actinopterygii (ray-finned fishes),Scorpaeniformes,Tetrarogidae,Liocranium,praepositum,Liocranium_praepositum,Liocranium praepositum,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Actinopterygii (ray-finned fishes),Scorpaeniformes,Synanceiidae,Minous,versicolor,Minous_versicolor,Minous versicolor,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Actinopterygii (ray-finned fishes),Perciformes,Lobotidae,Lobotes,surinamensis,Lobotes_surinamensis,Lobotes surinamensis,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Serranocirrhitus,latus,Serranocirrhitus_latus,Serranocirrhitus latus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Cymbacephalus,nematophthalmus,Cymbacephalus_nematophthalmus,Cymbacephalus nematophthalmus,FC,,NA,NA,NA,NA,NA,NA,NA,NA,NA,higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Centropyge,aurantia,Centropyge_aurantia,Centropyge aurantia,HD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Actinopterygii (ray-finned fishes),Elopiformes,Megalopidae,Megalops,atlanticus,Megalops_atlanticus,Megalops atlanticus,FC,,NA,Fish-cephalopod feeder,NA,NA,NA,NA,Top Predator,NA,NA,Higher carnivore,GC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Actinopterygii (ray-finned fishes),Perciformes,Glaucosomatidae,Glaucosoma,buergeri,Glaucosoma_buergeri,Glaucosoma buergeri,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,Actinopterygii (ray-finned fishes),Perciformes,Glaucosomatidae,Glaucosoma,magnificum,Glaucosoma_magnificum,Glaucosoma magnificum,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Thamnaconus,arenaceus,Thamnaconus_arenaceus,Thamnaconus arenaceus,IM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,albimaculosus,Apogon_albimaculosus,Apogon albimaculosus,PK,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Aluterus,schoepfii,Aluterus_schoepfii,Aluterus schoepfii,OM,,NA,NA,NA,NA,OMNI,NA,NA,NA,NA,NA,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Actinopterygii (ray-finned fishes),Perciformes,Ephippidae,Zabidius,novemaculeatus,Zabidius_novemaculeatus,Zabidius novemaculeatus,OM,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,MI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Actinopterygii (ray-finned fishes),Perciformes,Pomacanthidae,Chaetodontoplus,conspicillatus,Chaetodontoplus_conspicillatus,Chaetodontoplus conspicillatus,IS,,NA,NA,NA,NA,NA,NA,NA,NA,NA,Benthic invertivore,SI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Cantherhines,pullus,Cantherhines_pullus,Cantherhines pullus,IS,,NA,NA,NA,NA,OMNI,NA,Large Omnivore,Om,NA,Omnivore,SI,NA,NA,Omnivore,NA,NA,NA,Omnivore,NA,NA,Invertivore,Omnivore,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,NA,NA
